,三義,二林,南投,埔里,大里,忠明,沙鹿,竹山,線西,苗栗,西屯,豐原
2022-03-08-02,4,7,8,3,4,5,6,8,7,7,6,5
2022-03-08-03,4,7,10,3,4,5,6,9,7,8,6,6
2022-03-08-04,4,8,10,3,4,6,6,10,8,8,7,7
2022-03-08-05,4,8,10,3,3,6,7,10,9,8,7,7
2022-03-08-06,4,9,9,4,4,7,8,11,10,7,7,7
2022-03-08-07,4,9,9,4,4,7,8,11,9,8,7,6
2022-03-08-08,5,9,8,4,5,7,8,11,9,8,7,6
2022-03-08-09,5,9,8,5,5,8,7,10,9,8,7,6
2022-03-08-10,6,9,8,5,5,8,8,10,9,7,8,6
2022-03-08-11,5,9,8,5,6,9,8,9,9,7,8,7
2022-03-08-12,5,9,8,5,6,8,7,9,10,8,7,7
2022-03-08-13,5,10,8,5,7,8,8,9,11,8,7,8
2022-03-08-14,5,12,8,4,8,8,7,10,13,7,8,8
2022-03-08-15,6,12,9,5,9,9,7,12,14,8,9,8
2022-03-08-16,7,13,9,5,9,9,8,13,15,8,9,9
2022-03-08-17,7,13,10,6,10,9,9,14,14,8,9,9
2022-03-08-18,7,13,11,7,10,9,9,14,13,10,9,9
2022-03-08-19,7,13,11,9,9,9,9,13,13,9,9,9
2022-03-08-20,7,13,12,9,9,9,9,14,12,9,10,10
2022-03-08-21,8,13,12,10,10,10,9,13,13,9,11,11
2022-03-08-22,8,13,12,11,11,11,10,14,13,8,11,12
2022-03-08-23,9,13,12,11,12,12,10,14,13,9,12,11
2022-03-09-00,9,13,12,11,14,12,10,14,14,9,12,12
2022-03-09-01,8,13,12,11,15,12,11,14,14,9,12,12
2022-03-09-02,9,13,13,11,16,12,12,15,14,9,13,11
2022-03-09-03,8,14,13,11,16,12,13,15,15,8,14,12
2022-03-09-04,8,15,13,11,15,13,14,14,14,8,15,12
2022-03-09-05,9,15,13,10,16,15,14,15,15,8,17,12
2022-03-09-06,9,15,12,10,15,16,14,14,16,8,17,13
2022-03-09-07,10,19,12,10,16,17,15,15,18,7,18,13
2022-03-09-08,10,25,12,10,18,17,17,17,20,8,19,13
2022-03-09-09,10,28,12,10,18,17,17,16,21,9,19,13
2022-03-09-10,10,30,13,10,20,17,18,16,22,10,19,13
2022-03-09-11,10,29,14,11,21,17,19,16,22,11,20,14
2022-03-09-12,12,26,14,11,21,18,18,14,21,13,20,16
2022-03-09-13,13,25,17,11,21,17,19,14,22,14,18,17
2022-03-09-14,13,24,18,11,20,17,19,17,22,14,17,17
2022-03-09-15,13,23,17,11,18,16,19,19,23,15,15,17
2022-03-09-16,13,22,18,11,18,16,19,20,24,15,16,17
2022-03-09-17,14,23,18,12,18,14,18,21,23,16,16,17
2022-03-09-18,15,22,18,15,19,14,19,20,22,17,16,17
2022-03-09-19,16,22,20,15,19,13,19,20,22,17,17,18
2022-03-09-20,16,21,21,16,20,14,18,19,21,18,17,19
2022-03-09-21,16,24,21,16,21,15,20,19,22,19,19,21
2022-03-09-22,16,25,22,17,23,17,20,19,24,19,20,22
2022-03-09-23,16,25,22,17,25,19,21,19,25,20,22,21
2022-03-10-00,17,26,22,17,25,19,23,20,31,20,24,21
2022-03-10-01,16,27,20,17,25,20,23,20,31,20,24,19
2022-03-10-02,17,28,20,17,24,20,25,20,33,20,24,19
2022-03-10-03,17,30,19,17,23,22,28,19,33,19,27,18
2022-03-10-04,17,30,19,17,23,24,28,18,31,19,29,18
2022-03-10-05,17,30,19,18,24,25,29,18,31,19,31,19
2022-03-10-06,16,32,19,18,25,25,29,18,32,19,31,18
2022-03-10-07,15,32,20,18,26,23,27,18,32,19,29,18
2022-03-10-08,15,32,20,18,26,22,26,19,33,19,27,18
2022-03-10-09,15,31,20,17,25,22,25,19,32,18,26,17
2022-03-10-10,15,30,18,17,22,22,24,18,30,18,25,16
2022-03-10-11,15,30,17,15,20,21,23,17,29,16,23,16
2022-03-10-12,14,28,16,14,18,20,23,15,26,15,22,16
2022-03-10-13,14,27,15,13,17,19,23,15,25,15,21,16
2022-03-10-14,15,26,16,13,17,19,24,15,24,15,21,16
2022-03-10-15,15,25,18,12,17,18,24,17,24,16,20,18
2022-03-10-16,15,25,17,11,17,17,24,18,23,17,19,17
2022-03-10-17,14,25,18,10,17,15,25,19,23,17,19,17
2022-03-10-18,14,26,17,11,15,15,24,18,23,18,19,16
2022-03-10-19,14,29,16,12,17,15,24,17,23,19,20,16
2022-03-10-20,13,31,16,14,20,16,24,16,24,20,21,16
2022-03-10-21,13,34,17,14,21,18,25,17,26,23,23,16
2022-03-10-22,12,35,16,15,22,21,28,18,28,25,26,16
2022-03-10-23,11,37,17,16,22,23,29,18,29,23,27,15
2022-03-11-00,11,40,18,16,21,25,30,19,31,23,29,14
2022-03-11-01,11,43,18,17,20,25,30,18,34,19,30,13
2022-03-11-02,10,46,18,17,19,24,29,17,33,17,30,13
2022-03-11-03,10,48,17,17,19,22,28,17,31,17,30,12
2022-03-11-04,9,49,16,16,17,22,27,15,29,16,29,11
2022-03-11-05,9,49,16,16,16,21,26,15,26,16,27,11
2022-03-11-06,8,48,17,15,17,20,26,15,26,19,25,11
2022-03-11-07,9,44,17,15,16,20,25,16,26,21,24,10
2022-03-11-08,9,42,18,15,15,20,25,16,27,23,26,10
2022-03-11-09,9,40,17,15,16,21,25,16,28,24,26,11
2022-03-11-10,9,39,16,14,18,21,25,16,30,22,27,13
2022-03-11-11,9,39,15,13,18,20,25,16,32,20,27,14
2022-03-11-12,11,37,14,11,16,18,25,16,31,18,25,15
2022-03-11-13,11,34,15,10,15,17,23,16,28,17,23,15
2022-03-11-14,12,30,15,10,14,16,22,17,25,18,22,15
2022-03-11-15,12,27,15,11,13,16,21,18,23,19,21,15
2022-03-11-16,12,27,15,11,14,16,20,18,22,21,19,16
2022-03-11-17,14,27,14,11,15,16,20,18,24,21,19,18
2022-03-11-18,16,27,15,12,17,17,21,18,25,21,19,18
2022-03-11-19,17,28,16,13,18,18,21,19,25,23,20,20
2022-03-11-20,18,27,19,13,19,19,22,20,25,25,21,21
2022-03-11-21,19,27,21,15,20,20,23,21,25,26,23,21
2022-03-11-22,19,28,23,16,22,20,23,21,25,28,23,20
2022-03-11-23,21,31,24,18,23,21,24,21,27,27,24,19
2022-03-12-00,20,33,23,19,25,22,24,21,29,27,26,19
2022-03-12-01,20,37,22,19,26,23,26,20,32,25,28,19
2022-03-12-02,19,38,21,18,26,25,27,20,34,24,29,18
2022-03-12-03,18,39,21,17,26,25,28,20,35,24,31,17
2022-03-12-04,18,41,20,17,26,27,28,19,35,23,31,17
2022-03-12-05,17,41,20,17,25,27,29,19,34,22,32,16
2022-03-12-06,16,43,20,17,25,26,31,18,34,23,31,16
2022-03-12-07,16,44,20,17,25,26,33,19,37,25,31,15
2022-03-12-08,16,49,20,17,25,27,37,18,42,27,32,15
2022-03-12-09,15,55,20,16,26,27,39,19,47,32,33,16
2022-03-12-10,15,59,18,16,26,28,42,19,47,36,32,19
2022-03-12-11,15,60,18,16,26,27,42,20,45,37,31,22
2022-03-12-12,16,57,19,15,29,27,40,22,40,35,30,23
2022-03-12-13,16,54,21,14,28,25,38,26,35,31,29,26
2022-03-12-14,15,50,25,14,28,22,36,30,32,27,28,26
2022-03-12-15,14,47,25,14,29,20,33,34,31,24,26,26
2022-03-12-16,13,44,24,14,27,17,31,35,30,23,24,26
2022-03-12-17,12,42,22,14,27,17,30,33,28,24,22,22
2022-03-12-18,13,41,20,15,29,19,29,33,28,24,22,21
2022-03-12-19,12,41,22,15,33,20,29,33,27,25,23,20
2022-03-12-20,12,42,24,17,36,23,30,34,26,28,26,21
2022-03-12-21,12,41,27,18,39,24,33,36,25,30,28,24
2022-03-12-22,13,40,30,19,41,26,33,38,27,34,31,24
2022-03-12-23,14,41,31,21,42,27,34,38,29,36,32,23
2022-03-13-00,14,42,33,22,41,28,35,39,29,35,33,23
2022-03-13-01,16,44,31,22,41,28,35,39,29,34,33,23
2022-03-13-02,15,46,31,22,40,28,37,39,29,31,35,22
2022-03-13-03,16,47,29,21,40,30,39,39,28,31,40,23
2022-03-13-04,18,50,28,21,42,33,40,38,28,34,46,24
2022-03-13-05,20,51,28,21,43,39,41,39,30,37,51,24
2022-03-13-06,24,54,28,21,44,45,45,38,35,37,57,24
2022-03-13-07,25,58,28,21,41,46,48,36,42,38,60,25
2022-03-13-08,24,61,29,21,37,45,53,36,46,39,60,23
2022-03-13-09,22,64,28,21,34,43,54,33,48,40,58,22
2022-03-13-10,18,65,26,21,32,41,52,30,48,41,53,20
2022-03-13-11,15,59,23,20,30,36,46,28,44,37,46,19
2022-03-13-12,14,52,20,16,27,31,38,26,40,31,39,18
2022-03-13-13,13,46,18,14,24,27,33,24,35,26,33,17
2022-03-13-14,13,37,17,13,21,22,28,21,30,23,30,17
2022-03-13-15,14,35,16,11,20,22,26,19,27,22,29,17
2022-03-13-16,14,33,15,12,19,21,26,18,26,21,26,17
2022-03-13-17,15,30,14,11,18,19,24,17,25,20,24,16
2022-03-13-18,16,28,14,11,18,17,23,22,24,19,22,17
2022-03-13-19,15,25,15,13,17,15,21,27,22,18,18,16
2022-03-13-20,16,25,15,14,17,15,18,30,22,19,17,18
2022-03-13-21,16,25,17,15,18,14,16,32,21,19,15,18
2022-03-13-22,16,24,17,15,18,14,17,31,20,19,17,19
2022-03-13-23,16,24,18,15,19,16,17,29,20,18,19,18
2022-03-14-00,15,24,19,15,19,17,18,26,21,16,20,16
2022-03-14-01,13,24,19,15,18,17,19,24,23,15,21,15
2022-03-14-02,12,26,19,15,18,17,20,22,24,14,21,14
2022-03-14-03,11,29,18,15,17,17,20,22,25,13,20,13
2022-03-14-04,11,31,17,14,17,18,21,21,27,13,20,13
2022-03-14-05,11,32,17,15,17,18,22,20,29,13,18,12
2022-03-14-06,10,31,18,15,16,18,23,18,29,13,18,12
2022-03-14-07,10,32,17,16,16,19,25,17,28,13,20,12
2022-03-14-08,11,32,18,17,17,19,28,17,28,12,21,12
2022-03-14-09,11,34,18,17,18,19,30,17,28,12,23,13
2022-03-14-10,11,37,17,17,21,22,30,17,29,14,24,13
2022-03-14-11,11,38,18,17,25,22,29,17,28,16,25,14
2022-03-14-12,11,37,17,15,29,21,27,17,28,19,25,17
2022-03-14-13,11,37,18,14,31,19,26,17,26,19,23,17
2022-03-14-14,12,33,18,15,31,15,24,17,25,19,20,18
2022-03-14-15,13,30,19,15,28,14,22,17,24,19,18,18
2022-03-14-16,13,27,22,16,25,14,20,17,22,16,17,17
2022-03-14-17,13,25,23,15,23,13,18,18,20,15,17,18
2022-03-14-18,12,24,24,14,23,13,17,19,18,14,18,18
2022-03-14-19,12,26,26,15,23,13,18,21,18,14,18,18
2022-03-14-20,13,31,25,15,23,13,18,21,18,14,18,18
2022-03-14-21,15,30,24,16,25,13,17,22,19,16,18,17
2022-03-14-22,15,29,25,16,26,14,17,22,20,17,18,17
2022-03-14-23,16,29,24,17,26,16,18,22,21,17,18,17
2022-03-15-00,15,30,25,17,26,16,18,22,23,18,20,17
2022-03-15-01,15,31,26,17,25,18,20,21,24,17,22,17
2022-03-15-02,14,32,25,16,24,19,21,21,24,16,23,15
2022-03-15-03,15,34,23,15,25,19,22,20,25,17,25,14
2022-03-15-04,14,35,22,14,26,19,24,20,25,17,24,14
2022-03-15-05,14,32,20,13,25,19,25,19,28,17,23,12
2022-03-15-06,16,32,19,13,25,18,26,18,30,17,22,12
2022-03-15-07,15,32,18,13,24,17,26,17,31,16,20,12
2022-03-15-08,15,32,17,12,24,17,27,16,31,17,21,12
2022-03-15-09,15,35,17,12,27,18,28,15,32,18,21,13
2022-03-15-10,17,37,16,12,28,17,29,15,33,19,22,13
2022-03-15-11,18,38,14,11,28,18,31,14,34,20,23,13
2022-03-15-12,18,38,12,11,27,19,32,13,34,25,22,17
2022-03-15-13,20,35,14,10,26,20,31,15,33,26,25,21
2022-03-15-14,20,34,17,10,25,21,31,19,33,29,28,25
2022-03-15-15,23,35,19,11,26,22,32,21,35,29,30,27
2022-03-15-16,26,36,22,13,27,24,32,25,36,29,32,29
2022-03-15-17,28,36,22,16,29,24,33,30,37,31,34,31
2022-03-15-18,30,37,23,17,32,26,33,33,36,31,36,33
2022-03-15-19,30,39,26,19,33,28,32,37,34,30,36,37
2022-03-15-20,31,41,29,20,34,29,32,40,33,29,36,39
2022-03-15-21,30,45,33,21,33,31,30,42,33,30,37,40
2022-03-15-22,27,47,35,23,34,32,31,43,34,31,38,41
2022-03-15-23,26,45,37,24,35,32,32,44,35,33,41,40
2022-03-16-00,24,45,39,24,37,33,32,44,35,33,43,36
2022-03-16-01,23,44,38,24,38,34,34,44,37,36,44,32
2022-03-16-02,23,45,38,23,41,34,36,43,39,37,45,30
2022-03-16-03,23,46,37,24,42,35,37,42,39,38,45,30
2022-03-16-04,22,48,36,24,42,35,38,45,40,36,44,30
2022-03-16-05,23,50,37,24,42,35,40,46,42,34,45,30
2022-03-16-06,23,53,38,25,42,36,41,47,44,32,46,31
2022-03-16-07,22,57,38,25,42,38,44,46,48,30,49,31
2022-03-16-08,24,62,37,25,43,39,47,44,51,30,52,31
2022-03-16-09,24,68,36,26,44,41,51,42,55,30,53,33
2022-03-16-10,27,72,34,26,45,41,55,41,54,32,54,34
2022-03-16-11,31,69,33,26,45,41,51,41,50,34,56,38
2022-03-16-12,35,64,35,24,48,41,49,43,47,33,54,42
2022-03-16-13,40,57,37,22,51,41,45,45,43,33,52,44
2022-03-16-14,41,51,40,22,52,40,42,47,42,31,50,47
2022-03-16-15,42,50,43,26,54,39,44,50,44,30,48,47
2022-03-16-16,43,49,44,30,58,39,45,51,42,32,49,49
2022-03-16-17,42,49,46,35,59,40,47,52,42,35,50,51
2022-03-16-18,45,48,47,39,61,42,48,53,40,37,53,57
2022-03-16-19,44,46,50,40,62,45,48,53,38,40,57,61
2022-03-16-20,46,44,53,43,59,46,47,55,35,42,58,66
2022-03-16-21,48,42,54,46,58,46,46,57,33,45,58,72
2022-03-16-22,49,41,56,49,59,45,46,59,34,46,57,75
2022-03-16-23,52,42,57,53,62,45,46,60,36,48,56,77
2022-03-17-00,55,47,57,56,63,47,48,61,40,49,57,76
2022-03-17-01,56,48,58,57,64,49,48,60,44,48,60,73
2022-03-17-02,58,50,59,56,64,51,49,60,47,48,61,69
2022-03-17-03,56,49,58,55,62,51,50,59,48,49,60,65
2022-03-17-04,52,47,57,53,60,50,51,57,49,50,58,61
2022-03-17-05,49,48,56,53,59,49,52,56,49,52,57,58
2022-03-17-06,45,48,55,52,58,47,54,53,49,54,54,53
2022-03-17-07,45,50,55,52,58,45,56,51,50,56,51,50
2022-03-17-08,45,53,54,53,55,41,54,49,53,60,48,49
2022-03-17-09,42,53,51,52,53,38,52,46,50,61,45,45
2022-03-17-10,41,53,50,50,50,36,49,41,48,57,43,42
2022-03-17-11,36,51,44,47,44,33,44,38,45,51,43,39
2022-03-17-12,32,47,37,42,40,30,43,34,39,44,38,36
2022-03-17-13,32,42,33,36,37,29,40,31,37,36,35,33
2022-03-17-14,29,37,32,34,34,28,37,31,33,33,34,34
2022-03-17-15,28,34,32,29,34,27,35,32,30,29,33,33
2022-03-17-16,27,31,32,27,32,26,29,33,27,27,31,32
2022-03-17-17,26,29,30,28,29,23,27,34,25,25,28,31
2022-03-17-18,24,29,28,28,28,20,25,33,24,23,26,30
2022-03-17-19,23,28,27,30,26,18,23,32,22,22,25,29
2022-03-17-20,21,26,26,31,24,18,24,30,21,20,24,26
2022-03-17-21,20,24,26,30,23,19,25,31,21,18,25,25
2022-03-17-22,20,24,26,30,23,20,26,33,22,17,27,25
2022-03-17-23,21,24,26,31,25,21,26,34,22,18,28,26
2022-03-18-00,22,27,28,31,29,24,27,35,24,19,30,25
2022-03-18-01,20,29,29,32,31,25,26,35,27,19,31,23
2022-03-18-02,19,31,30,33,34,26,26,33,30,18,33,20
2022-03-18-03,16,33,30,34,35,28,25,32,33,16,35,17
2022-03-18-04,15,34,31,34,36,29,24,31,34,15,36,17
2022-03-18-05,14,40,31,34,37,29,22,30,34,15,36,16
2022-03-18-06,15,44,31,34,36,29,20,28,35,16,37,15
2022-03-18-07,15,44,31,34,35,29,19,25,34,17,37,14
2022-03-18-08,15,45,29,32,35,28,20,23,35,17,36,14
2022-03-18-09,15,40,29,31,34,27,22,22,34,18,35,14
2022-03-18-10,16,37,25,29,32,27,23,21,31,18,35,16
2022-03-18-11,16,34,23,26,31,26,24,21,29,17,33,18
2022-03-18-12,15,32,24,23,28,23,21,22,27,16,30,18
2022-03-18-13,15,30,23,22,26,21,20,26,26,16,28,18
2022-03-18-14,13,29,22,21,24,19,18,27,25,16,24,16
2022-03-18-15,13,27,22,20,23,17,17,28,23,17,22,15
2022-03-18-16,14,26,20,20,20,15,18,28,24,19,20,15
2022-03-18-17,14,24,21,19,19,15,20,26,25,19,19,16
2022-03-18-18,15,23,21,18,20,15,21,27,25,19,19,17
2022-03-18-19,16,25,21,18,20,15,21,29,26,19,19,18
2022-03-18-20,18,24,22,19,21,15,20,31,24,18,20,20
2022-03-18-21,18,24,21,19,22,16,19,32,23,18,22,20
2022-03-18-22,18,24,23,19,23,15,19,32,22,18,22,19
2022-03-18-23,16,23,24,20,24,17,18,31,22,18,22,18
2022-03-19-00,15,24,23,20,26,18,19,31,23,19,23,17
2022-03-19-01,16,26,24,20,26,17,21,30,22,21,24,18
2022-03-19-02,15,25,24,20,27,18,23,30,22,23,23,19
2022-03-19-03,15,25,24,20,28,17,24,31,22,23,23,19
2022-03-19-04,16,23,25,20,27,16,23,31,22,21,23,19
2022-03-19-05,15,23,24,19,27,17,21,31,21,20,24,18
2022-03-19-06,15,24,24,19,25,17,21,30,20,18,24,18
2022-03-19-07,14,23,23,18,25,18,20,28,21,20,25,18
2022-03-19-08,14,23,23,18,28,19,20,28,21,21,25,18
2022-03-19-09,14,23,25,19,30,21,22,27,23,22,26,20
2022-03-19-10,15,25,25,18,32,22,21,27,21,22,27,21
2022-03-19-11,16,25,27,18,35,23,20,29,20,21,27,24
2022-03-19-12,17,24,30,17,35,23,20,35,19,21,27,25
2022-03-19-13,17,23,29,17,34,21,19,38,19,19,25,25
2022-03-19-14,19,21,29,21,32,21,19,40,20,20,24,25
2022-03-19-15,20,20,27,24,29,20,19,41,20,21,24,25
2022-03-19-16,20,21,24,26,29,19,20,39,19,20,24,25
2022-03-19-17,21,21,26,29,28,19,19,39,19,20,23,26
2022-03-19-18,20,20,27,29,28,19,17,39,19,19,23,25
2022-03-19-19,22,19,28,29,28,19,17,39,19,19,23,25
2022-03-19-20,23,20,28,29,26,19,17,39,19,19,22,25
2022-03-19-21,22,20,27,28,26,18,18,40,18,20,23,26
2022-03-19-22,23,22,26,27,25,18,21,42,19,22,24,26
2022-03-19-23,22,23,26,29,25,19,22,42,21,22,27,26
2022-03-20-00,22,23,26,29,26,20,24,42,22,24,28,27
2022-03-20-01,22,24,26,29,26,22,26,42,24,24,29,27
2022-03-20-02,23,23,29,28,27,23,26,42,26,23,31,28
2022-03-20-03,24,24,31,28,29,24,27,43,26,24,31,29
2022-03-20-04,26,22,31,28,31,23,26,43,24,24,30,31
2022-03-20-05,29,20,33,28,32,22,24,44,23,26,29,33
2022-03-20-06,30,19,32,28,34,21,23,45,21,28,27,35
2022-03-20-07,31,18,32,27,35,20,21,46,20,28,27,36
2022-03-20-08,31,19,34,28,37,19,20,47,20,28,28,36
2022-03-20-09,28,20,35,27,37,20,20,46,20,24,28,37
2022-03-20-10,26,22,36,27,37,22,20,46,20,22,28,37
2022-03-20-11,25,22,35,26,37,22,21,45,19,21,27,37
2022-03-20-12,25,23,34,24,35,22,21,45,20,20,26,35
2022-03-20-13,25,25,33,23,35,21,21,44,22,21,26,34
2022-03-20-14,26,26,32,22,34,21,22,44,23,23,25,33
2022-03-20-15,25,27,32,21,33,21,23,44,25,24,25,33
2022-03-20-16,25,30,32,22,33,22,24,43,26,25,26,34
2022-03-20-17,26,30,31,23,32,23,26,43,27,26,28,34
2022-03-20-18,27,31,33,24,31,23,27,44,29,26,31,35
2022-03-20-19,31,33,34,24,32,24,28,47,30,26,33,35
2022-03-20-20,33,33,37,26,33,26,29,48,31,26,36,35
2022-03-20-21,36,35,39,28,34,27,29,49,31,27,37,37
2022-03-20-22,37,36,40,28,35,29,31,49,31,28,37,38
2022-03-20-23,32,37,41,30,36,30,32,51,32,29,38,39
2022-03-21-00,29,39,41,29,37,31,32,52,34,30,38,38
2022-03-21-01,27,39,40,29,38,31,33,54,35,31,38,36
2022-03-21-02,25,40,42,30,39,31,32,56,36,32,37,35
2022-03-21-03,25,41,41,30,40,31,33,56,36,33,37,33
2022-03-21-04,26,39,41,30,39,30,32,55,33,34,37,32
2022-03-21-05,24,37,42,30,39,29,29,55,31,31,35,32
2022-03-21-06,23,36,41,29,40,29,27,54,28,28,35,31
2022-03-21-07,20,34,42,28,40,28,24,53,26,26,33,30
2022-03-21-08,17,32,42,28,39,26,21,52,25,23,31,29
2022-03-21-09,14,32,43,27,38,24,21,54,25,23,29,27
2022-03-21-10,13,32,44,26,37,22,21,54,26,24,28,26
2022-03-21-11,14,33,43,26,35,22,22,53,28,23,28,28
2022-03-21-12,18,36,44,23,36,23,23,52,29,23,29,29
2022-03-21-13,19,38,42,20,35,24,22,46,28,23,31,30
2022-03-21-14,21,37,41,19,33,24,22,42,28,23,31,32
2022-03-21-15,22,36,40,17,32,23,21,42,25,24,29,30
2022-03-21-16,23,35,39,16,28,21,21,45,26,25,27,29
2022-03-21-17,24,33,40,18,28,20,22,49,26,25,26,28
2022-03-21-18,24,31,41,20,27,19,22,51,24,26,25,27
2022-03-21-19,25,29,41,24,27,19,22,50,23,27,26,28
2022-03-21-20,26,27,39,27,28,22,22,47,22,27,27,29
2022-03-21-21,28,27,38,29,29,23,20,44,22,28,28,32
2022-03-21-22,33,27,38,32,30,24,19,42,22,29,27,34
2022-03-21-23,34,29,37,33,31,25,20,40,22,31,27,35
2022-03-22-00,34,30,37,35,32,27,21,39,22,33,28,34
2022-03-22-01,31,33,37,36,31,27,24,40,23,35,28,32
2022-03-22-02,28,37,37,37,32,27,27,41,25,36,30,29
2022-03-22-03,24,39,38,38,32,28,29,41,27,36,33,26
2022-03-22-04,22,40,39,38,34,28,31,41,28,34,35,23
2022-03-22-05,24,43,38,39,35,30,30,39,31,33,36,25
2022-03-22-06,21,43,38,39,36,30,28,37,31,29,36,28
2022-03-22-07,18,42,37,38,34,27,25,36,30,25,33,28
2022-03-22-08,16,39,37,39,32,25,22,35,28,22,29,28
2022-03-22-09,11,35,38,40,30,22,20,36,25,18,26,25
2022-03-22-10,8,31,39,38,29,19,19,39,23,16,24,22
2022-03-22-11,7,29,40,35,28,18,18,40,21,15,24,21
2022-03-22-12,7,28,38,30,27,16,17,42,20,13,22,20
2022-03-22-13,7,26,36,26,25,14,17,41,19,12,22,18
2022-03-22-14,8,26,32,24,22,13,16,41,18,11,21,17
2022-03-22-15,8,26,32,24,21,13,16,38,19,11,20,17
2022-03-22-16,8,25,30,24,20,12,16,36,18,11,20,17
2022-03-22-17,8,25,29,24,19,12,15,35,17,10,19,17
2022-03-22-18,8,22,28,22,18,11,13,36,16,11,18,16
2022-03-22-19,9,23,27,22,17,10,14,37,15,12,17,16
2022-03-22-20,8,23,25,22,16,11,15,35,14,10,16,15
2022-03-22-21,8,22,23,21,16,11,14,33,14,10,16,14
2022-03-22-22,7,22,20,20,15,11,14,30,14,10,17,13
2022-03-22-23,6,19,19,20,14,10,13,27,13,9,16,12
2022-03-23-00,6,18,18,20,13,8,12,27,14,9,15,13
2022-03-23-01,6,18,17,20,13,9,12,26,14,9,15,12
2022-03-23-02,6,19,19,20,13,8,12,26,13,9,16,13
2022-03-23-03,6,18,18,20,13,8,13,27,12,10,15,14
2022-03-23-04,6,18,18,20,14,8,13,26,12,10,15,13
2022-03-23-05,5,16,19,19,13,7,13,26,11,9,13,12
2022-03-23-06,4,15,16,17,12,7,12,24,11,8,11,9
2022-03-23-07,3,13,14,14,11,6,10,21,9,7,9,8
2022-03-23-08,2,11,12,12,10,5,8,18,8,6,7,7
2022-03-23-09,2,11,10,9,9,4,7,16,7,5,7,6
2022-03-23-10,2,11,10,8,9,4,7,14,7,5,7,7
2022-03-23-11,2,11,11,6,9,5,7,13,7,6,8,7
2022-03-23-12,3,11,12,6,8,5,8,13,7,6,8,6
2022-03-23-13,3,9,12,5,7,5,8,13,8,6,7,6
2022-03-23-14,3,9,12,4,7,4,8,13,8,6,7,-999
2022-03-23-15,3,9,11,3,7,4,8,13,8,5,7,-999
2022-03-23-16,3,10,10,2,7,4,7,14,9,5,8,-999
2022-03-23-17,3,11,10,1,7,5,7,14,9,6,9,-999
2022-03-23-18,5,11,12,2,7,5,7,14,10,7,10,-999
2022-03-23-19,5,11,11,3,7,5,7,15,10,7,11,-999
2022-03-23-20,5,12,13,3,7,5,8,16,10,8,10,-999
2022-03-23-21,5,12,14,4,8,6,9,18,11,9,10,-999
2022-03-23-22,5,13,13,5,8,6,10,19,11,9,10,-999
2022-03-23-23,5,13,13,6,8,6,10,18,11,10,9,-999
2022-03-24-00,5,13,14,5,7,6,9,19,10,10,9,-999
2022-03-24-01,4,14,16,5,7,5,8,18,9,10,8,-999
2022-03-24-02,4,15,17,5,6,5,8,18,11,10,8,-999
2022-03-24-03,3,16,17,5,6,4,8,20,11,10,8,4
2022-03-24-04,2,15,16,6,7,5,8,21,11,10,8,4
2022-03-24-05,2,14,15,6,7,4,9,22,12,11,9,3
2022-03-24-06,2,16,15,6,7,4,10,22,12,12,9,3
2022-03-24-07,2,15,16,6,7,5,11,22,13,12,9,2
2022-03-24-08,3,16,15,5,7,5,11,22,13,12,9,1
2022-03-24-09,3,16,15,6,7,4,11,21,12,13,8,1
2022-03-24-10,3,15,14,6,7,5,11,20,13,13,8,2
2022-03-24-11,3,15,13,6,8,6,10,19,14,12,11,4
2022-03-24-12,3,16,14,6,11,8,11,19,16,13,13,7
2022-03-24-13,4,17,14,5,17,10,12,20,17,12,16,10
2022-03-24-14,5,18,16,4,18,11,12,20,18,13,17,12
2022-03-24-15,6,19,19,3,18,12,13,22,19,14,17,13
2022-03-24-16,7,20,20,3,19,12,14,22,18,13,16,13
2022-03-24-17,9,22,22,3,18,11,13,23,17,14,16,13
2022-03-24-18,10,21,22,3,17,12,13,25,17,14,16,13
2022-03-24-19,10,21,22,4,18,12,14,26,16,16,18,13
2022-03-24-20,11,20,22,4,19,14,15,28,16,17,18,13
2022-03-24-21,11,20,23,5,21,16,16,31,17,17,20,15
2022-03-24-22,11,20,24,6,22,18,16,31,17,17,21,16
2022-03-24-23,12,22,24,6,23,19,17,32,17,17,22,15
2022-03-25-00,11,23,24,7,23,19,16,32,17,17,23,15
2022-03-25-01,11,22,23,6,22,19,15,31,15,18,23,15
2022-03-25-02,10,21,24,6,23,17,15,32,16,18,23,13
2022-03-25-03,9,20,24,7,23,17,14,33,16,17,22,14
2022-03-25-04,8,22,25,7,24,17,14,33,17,17,21,14
2022-03-25-05,8,23,26,7,25,17,15,34,17,16,22,15
2022-03-25-06,8,23,26,7,26,18,16,34,18,16,24,16
2022-03-25-07,8,26,26,7,26,19,18,31,19,15,25,16
2022-03-25-08,6,27,27,7,27,20,18,28,20,15,25,16
2022-03-25-09,9,31,26,7,28,21,21,26,23,16,27,18
2022-03-25-10,11,35,24,7,29,22,24,26,28,18,28,16
2022-03-25-11,13,36,24,6,30,21,24,28,32,20,29,18
2022-03-25-12,18,37,23,5,29,21,27,29,34,23,30,21
2022-03-25-13,21,37,24,4,28,20,30,30,36,25,28,21
2022-03-25-14,26,37,25,4,28,23,31,31,36,27,30,27
2022-03-25-15,32,41,28,5,30,25,34,33,35,28,34,31
